current_aqi,pm25,pm10,no2,so2,co,o3,temperature,humidity,wind_speed,pressure,next_day_aqi
181.05225110436587,92.7154538281084,181.44400220400985,20.60636361859889,6.868166898622952,3206.172599670266,76.73996828058357,16.279833070067006,81.36233393504085,10.587330312637889,1010.3272665196196,128.16382335885453
428.807151756264,214.3493870335642,314.24923298486465,41.13514647012756,11.015655441311756,5324.822433964787,89.29916875866851,39.855138590297614,30.895232178804157,10.93248306135654,1008.4440077347365,315.4894116045428
334.7573949789042,151.59360545100145,244.36521204206974,49.02517111339008,9.233128998573223,2655.290354242391,51.68618878411009,22.47922746778223,90.98478464789488,4.851281700187565,1002.2862932361168,272.878564760898
277.42314820472575,161.5102087076969,306.37720600161833,19.946126536340444,8.555804154273567,4452.537994131514,36.02608585060668,23.51812093067607,83.24180864349057,3.1637533070379837,1007.2624430263638,225.481985862835
87.0880153902477,47.28768182382088,81.99118515204232,9.473925629889546,2.805906190851947,982.3677958104446,38.69619169199153,21.787358350465965,88.91399736750017,2.704102084860422,1002.7783822407224,63.59253439965453
87.07764374456714,57.44601827749921,112.8649926069355,10.451146010398018,3.007288125812346,1212.0696211949114,72.72534325279545,40.20251865665886,41.42333051837846,10.642460600486054,1013.0275967417354,40.295179576785394
44.975953232325764,18.423628989951503,39.888761665842885,5.961852647922967,1.5888925635699578,297.24514627635267,61.080223059234655,44.367059862189066,45.16774543598408,3.15905900898568,1019.2260377731144,26.237330018124545
392.4557426832221,232.7891967828551,327.0436846565424,35.59459893387908,18.580024662936125,5680.310168501078,53.784471787953144,37.65559952790106,55.244407590815676,6.6046490382289536,1017.5413052894695,307.9045349423321
278.47945504957977,175.13145839540817,339.51176201681324,33.05333660308631,14.083928970338285,2952.7893241720335,28.249667089855663,39.707335814075705,36.815049993293634,4.315001755404244,1001.9242348180197,214.17903190939356
324.47120845229955,203.7179408532661,307.0660364749087,26.061575205072334,12.502768764638873,3248.8803214144696,88.7910118749013,33.61501381558013,54.906694176424324,6.2377575405629,1007.8296822847168,247.38953616383878
28.851332547195053,19.20985742470363,32.13864960753616,2.698973183068143,2.1476292947446485,568.3347162084071,80.29184027566654,30.86324725189436,20.690126418194595,4.47632071130333,990.3729704772882,15.409640186717318
437.0612364296576,270.4142112838629,359.53636793789934,60.99745195585336,23.24658061264608,5020.286253071266,22.657474156530665,36.647340143715454,85.81524282535126,3.8689102347631743,1020.4597348728524,357.98302128652796
